,start_time,end_time,wav_filename,emotion,val,act,dom
313,145.2100,153.0500,Ses01M_impro04_F018,calm,2.5000,3.5000,3.5000
314,153.7500,157.7950,Ses01M_impro04_F019,calm,2.5000,3.0000,4.0000
315,157.9700,160.3500,Ses01M_impro04_F020,calm,2.5000,3.0000,3.5000
316,162.1700,164.9900,Ses01M_impro04_F021,calm,3.5000,2.5000,3.0000
317,166.2900,172.9400,Ses01M_impro04_F022,calm,3.0000,3.0000,3.5000
318,178.1672,181.0057,Ses01M_impro04_F023,calm,4.0000,3.5000,3.0000
319,182.2975,183.8600,Ses01M_impro04_F024,uncalm,4.0000,3.0000,2.5000
320,186.3825,189.6225,Ses01M_impro04_F025,calm,3.0000,3.5000,3.0000
321,11.5885,13.5675,Ses01M_impro04_M000,uncalm,2.5000,2.5000,3.5000
322,15.0500,19.2300,Ses01M_impro04_M001,uncalm,2.5000,4.0000,3.5000
323,19.3600,21.4936,Ses01M_impro04_M002,uncalm,2.5000,3.0000,3.5000
324,23.0031,31.9779,Ses01M_impro04_M003,uncalm,1.5000,3.5000,4.5000
325,34.1437,46.8400,Ses01M_impro04_M004,uncalm,2.5000,4.0000,4.0000
326,49.9100,63.6600,Ses01M_impro04_M005,uncalm,2.0000,4.0000,4.5000
327,65.4900,67.9200,Ses01M_impro04_M006,uncalm,2.0000,4.0000,4.0000
328,69.7900,71.7800,Ses01M_impro04_M007,uncalm,1.5000,4.5000,4.0000
329,76.3900,80.5300,Ses01M_impro04_M008,uncalm,1.5000,4.5000,4.0000
330,80.5500,86.0900,Ses01M_impro04_M009,uncalm,2.0000,4.5000,4.5000
331,91.0600,95.7650,Ses01M_impro04_M010,uncalm,1.5000,3.5000,4.5000
332,99.1900,106.6900,Ses01M_impro04_M011,uncalm,2.5000,4.0000,4.0000
333,110.4300,112.2100,Ses01M_impro04_M012,uncalm,2.5000,3.0000,3.0000
334,116.3900,118.5800,Ses01M_impro04_M013,uncalm,1.5000,3.0000,4.0000
335,119.3100,120.5900,Ses01M_impro04_M014,uncalm,2.5000,2.5000,2.5000
336,124.0000,129.7100,Ses01M_impro04_M015,uncalm,2.0000,4.5000,4.5000
337,131.2094,136.8600,Ses01M_impro04_M016,uncalm,2.0000,4.0000,4.0000
338,137.3500,139.0600,Ses01M_impro04_M017,uncalm,2.0000,3.5000,4.0000
339,139.4600,147.2000,Ses01M_impro04_M018,uncalm,1.5000,5.0000,4.5000
340,148.3800,151.8400,Ses01M_impro04_M019,uncalm,2.0000,4.5000,4.5000
341,159.7700,161.8600,Ses01M_impro04_M020,uncalm,2.0000,3.5000,3.5000
342,161.9500,163.6100,Ses01M_impro04_M021,uncalm,2.5000,3.5000,3.0000
343,164.7400,166.5275,Ses01M_impro04_M022,uncalm,2.5000,3.0000,3.0000
344,172.3400,178.6430,Ses01M_impro04_M023,uncalm,2.0000,4.5000,5.0000
345,182.8800,186.4450,Ses01M_impro04_M024,uncalm,2.0000,4.0000,3.5000
346,189.3000,190.8275,Ses01M_impro04_M025,calm,4.5000,4.5000,1.0000
347,2.2687,4.3200,Ses01M_impro05_F000,calm,3.0000,3.0000,3.0000
348,7.2300,9.8800,Ses01M_impro05_F001,calm,3.0000,2.5000,3.5000
349,10.1725,13.7000,Ses01M_impro05_F002,calm,3.0000,2.5000,3.5000
350,15.1250,16.4150,Ses01M_impro05_F003,calm,3.0000,3.5000,2.5000
351,17.9700,22.0300,Ses01M_impro05_F004,calm,3.0000,3.0000,3.5000
352,22.2000,25.0600,Ses01M_impro05_F005,calm,2.5000,2.5000,3.0000
353,25.1125,27.8600,Ses01M_impro05_F006,calm,2.5000,2.5000,3.0000
354,30.5125,33.3100,Ses01M_impro05_F007,calm,2.5000,2.0000,3.0000
355,34.4200,36.4100,Ses01M_impro05_F008,uncalm,2.0000,2.5000,3.5000
356,37.4000,39.9900,Ses01M_impro05_F009,uncalm,2.0000,3.0000,4.0000
357,40.8450,43.1575,Ses01M_impro05_F010,uncalm,2.0000,3.0000,3.5000
358,45.6700,49.9200,Ses01M_impro05_F011,calm,3.5000,3.0000,3.5000
359,49.9200,52.3100,Ses01M_impro05_F012,calm,3.0000,3.5000,3.5000
360,53.7075,56.2400,Ses01M_impro05_F013,calm,3.0000,2.5000,3.5000
361,58.5000,60.2300,Ses01M_impro05_F014,calm,3.0000,2.5000,3.0000
362,61.4800,67.4800,Ses01M_impro05_F015,calm,2.5000,3.5000,4.0000
363,67.5100,73.2500,Ses01M_impro05_F016,calm,2.5000,3.0000,4.0000
364,91.4100,100.2400,Ses01M_impro05_F017,calm,2.5000,3.0000,3.0000
365,100.2400,102.8600,Ses01M_impro05_F018,calm,3.0000,3.0000,3.5000
366,102.9200,106.1700,Ses01M_impro05_F019,calm,2.0000,4.0000,4.0000
367,107.9300,114.1900,Ses01M_impro05_F020,calm,3.5000,3.5000,4.0000
368,114.1900,115.4700,Ses01M_impro05_F021,calm,3.0000,2.5000,3.0000
369,117.2200,118.7000,Ses01M_impro05_F022,calm,3.0000,2.5000,3.0000
370,119.6225,121.2300,Ses01M_impro05_F023,calm,3.0000,2.5000,3.0000
371,125.2000,127.1300,Ses01M_impro05_F024,calm,3.0000,3.0000,3.5000
372,129.2400,133.8300,Ses01M_impro05_F025,calm,3.0000,3.0000,3.0000
373,133.8300,136.8700,Ses01M_impro05_F026,calm,3.0000,2.0000,3.0000
374,142.6500,144.1200,Ses01M_impro05_F027,calm,3.0000,2.5000,2.5000
375,148.7200,150.7600,Ses01M_impro05_F028,calm,2.5000,2.0000,3.0000
376,155.5700,157.2900,Ses01M_impro05_F029,calm,2.5000,2.5000,2.5000
377,158.8700,160.9300,Ses01M_impro05_F030,calm,2.5000,2.5000,3.5000
378,161.3400,162.5900,Ses01M_impro05_F031,calm,2.5000,3.0000,2.5000
379,163.6900,166.1000,Ses01M_impro05_F032,calm,2.0000,2.5000,3.5000
380,166.3700,167.6000,Ses01M_impro05_F033,calm,3.0000,2.5000,3.0000
381,173.0900,178.4600,Ses01M_impro05_F034,calm,2.0000,3.5000,3.5000
382,186.3300,190.0200,Ses01M_impro05_F035,uncalm,2.5000,2.5000,3.5000
383,192.9100,194.7500,Ses01M_impro05_F036,uncalm,3.0000,2.5000,3.5000
384,194.9425,201.7500,Ses01M_impro05_F037,uncalm,2.5000,2.5000,3.0000
385,3.7100,7.8200,Ses01M_impro05_M000,uncalm,1.5000,3.5000,4.5000
386,8.0600,12.3400,Ses01M_impro05_M001,uncalm,1.5000,4.0000,4.5000
387,12.5300,15.6575,Ses01M_impro05_M002,uncalm,1.0000,4.0000,4.5000
388,15.8600,21.1500,Ses01M_impro05_M003,uncalm,1.0000,4.0000,5.0000
389,26.1923,31.0800,Ses01M_impro05_M004,uncalm,1.5000,4.0000,4.5000
390,31.7800,34.8300,Ses01M_impro05_M005,uncalm,1.0000,4.5000,5.0000
391,34.8500,37.6700,Ses01M_impro05_M006,uncalm,1.0000,4.5000,5.0000
392,37.7150,41.4700,Ses01M_impro05_M007,uncalm,1.0000,4.5000,4.5000
393,42.8350,46.0200,Ses01M_impro05_M008,uncalm,1.0000,4.0000,5.0000
394,51.7500,54.5300,Ses01M_impro05_M009,uncalm,1.5000,3.0000,4.0000
395,54.5600,58.7900,Ses01M_impro05_M010,uncalm,1.5000,4.0000,4.5000
396,58.8200,63.4075,Ses01M_impro05_M011,uncalm,1.5000,4.5000,5.0000
397,63.8375,66.2200,Ses01M_impro05_M012,uncalm,1.0000,4.5000,5.0000
398,72.7600,84.0500,Ses01M_impro05_M013,uncalm,1.0000,5.0000,5.0000
399,84.2900,91.7500,Ses01M_impro05_M014,uncalm,1.5000,4.0000,4.5000
400,105.3900,107.4600,Ses01M_impro05_M015,calm,2.5000,2.0000,3.0000
401,113.6800,117.4900,Ses01M_impro05_M016,uncalm,2.0000,3.5000,4.5000
402,118.2400,120.0700,Ses01M_impro05_M017,uncalm,1.5000,4.0000,3.5000
403,121.4300,125.6100,Ses01M_impro05_M018,uncalm,2.0000,3.5000,3.5000
404,125.7100,129.6000,Ses01M_impro05_M019,uncalm,1.5000,3.5000,4.5000
405,134.9988,137.5000,Ses01M_impro05_M020,uncalm,2.0000,3.0000,3.5000
406,137.5000,143.3500,Ses01M_impro05_M021,uncalm,1.5000,4.0000,4.5000
407,143.5200,149.3500,Ses01M_impro05_M022,uncalm,1.5000,4.0000,4.5000
408,149.8800,156.3900,Ses01M_impro05_M023,uncalm,1.0000,3.5000,5.0000
409,156.4600,159.9600,Ses01M_impro05_M024,uncalm,1.5000,4.0000,4.5000
410,160.0200,167.0100,Ses01M_impro05_M025,uncalm,2.0000,4.5000,4.0000
411,167.0100,173.7300,Ses01M_impro05_M026,uncalm,1.5000,5.0000,4.5000
412,175.2775,181.4600,Ses01M_impro05_M027,uncalm,1.5000,4.0000,4.0000
413,181.4950,186.8200,Ses01M_impro05_M028,uncalm,1.5000,4.5000,4.5000
414,189.4200,198.3400,Ses01M_impro05_M029,uncalm,1.5000,4.0000,4.5000
415,199.2700,200.3975,Ses01M_impro05_M030,uncalm,1.5000,2.5000,3.0000
416,201.2825,203.7100,Ses01M_impro05_M031,uncalm,1.0000,5.0000,4.5000
417,4.8285,8.9243,Ses01F_script01_3_F000,calm,4.0000,1.6667,2.3333
418,12.3484,17.0473,Ses01F_script01_3_F001,calm,4.3333,2.0000,2.3333
419,17.1566,26.1173,Ses01F_script01_3_F002,calm,3.3333,2.0000,2.3333
420,28.3100,36.1344,Ses01F_script01_3_F003,calm,3.0000,1.3333,2.3333
421,38.3200,41.6000,Ses01F_script01_3_F004,calm,3.3333,2.6667,2.6667
422,42.8200,47.3300,Ses01F_script01_3_F005,calm,3.3333,2.0000,1.6667
423,49.1000,53.9831,Ses01F_script01_3_F006,calm,3.0000,2.3333,2.3333
424,63.0100,65.8944,Ses01F_script01_3_F007,calm,2.6667,1.3333,2.3333
425,69.6400,75.9100,Ses01F_script01_3_F008,calm,3.6667,2.6667,3.0000
426,87.6100,94.6700,Ses01F_script01_3_F009,calm,4.0000,3.0000,2.0000
427,97.0200,98.4227,Ses01F_script01_3_F010,calm,4.6667,3.6667,2.3333
428,98.9525,101.7250,Ses01F_script01_3_F011,calm,4.6667,4.0000,2.6667
429,108.9225,114.0700,Ses01F_script01_3_F012,calm,5.0000,4.3333,2.3333
430,117.0000,118.8000,Ses01F_script01_3_F013,calm,4.3333,3.3333,2.3333
431,137.2890,142.2065,Ses01F_script01_3_F014,calm,3.0000,2.6667,3.0000
432,146.9800,150.5845,Ses01F_script01_3_F015,calm,3.0000,2.0000,2.3333
433,153.3875,156.3762,Ses01F_script01_3_F016,calm,2.6667,1.6667,1.6667
434,159.0600,161.2300,Ses01F_script01_3_F017,calm,4.3333,3.0000,2.6667
435,162.8000,169.6600,Ses01F_script01_3_F018,uncalm,4.3333,4.3333,4.3333
436,169.6900,172.4600,Ses01F_script01_3_F019,calm,4.3333,4.0000,3.3333
437,186.2090,193.6800,Ses01F_script01_3_F020,calm,4.3333,3.6667,3.6667
438,196.1400,198.8950,Ses01F_script01_3_F021,calm,4.0000,2.3333,3.0000
439,200.9200,206.2900,Ses01F_script01_3_F022,calm,3.3333,1.6667,3.0000
440,212.5813,215.6700,Ses01F_script01_3_F023,uncalm,2.0000,2.3333,2.3333
441,218.5400,222.9675,Ses01F_script01_3_F024,uncalm,2.0000,2.3333,3.0000
442,225.0400,232.9798,Ses01F_script01_3_F025,uncalm,2.3333,1.6667,2.6667
443,240.6200,243.6500,Ses01F_script01_3_F026,uncalm,2.6667,1.6667,2.6667
444,247.4800,250.6200,Ses01F_script01_3_F027,uncalm,2.3333,2.3333,2.3333
445,259.1300,261.6600,Ses01F_script01_3_F028,calm,2.6667,2.3333,1.6667
446,266.3100,268.5425,Ses01F_script01_3_F029,calm,2.3333,2.0000,2.0000
447,270.6600,273.2600,Ses01F_script01_3_F030,uncalm,1.6667,2.3333,1.3333
448,344.1800,345.7400,Ses01F_script01_3_F031,calm,2.0000,1.0000,1.3333
449,415.8011,419.8444,Ses01F_script01_3_F032,uncalm,2.3333,1.3333,1.6667
450,422.4670,432.4477,Ses01F_script01_3_F033,uncalm,2.0000,2.3333,3.6667
451,432.5570,450.4700,Ses01F_script01_3_F034,uncalm,2.6667,2.6667,4.0000
452,459.5700,463.0600,Ses01F_script01_3_F035,calm,4.0000,2.0000,2.3333
453,8.5900,13.1700,Ses01F_script01_3_M000,calm,4.0000,1.6667,2.0000
454,26.0445,28.8493,Ses01F_script01_3_M001,calm,3.0000,2.0000,2.3333
455,36.1709,38.5386,Ses01F_script01_3_M002,uncalm,2.6667,1.6667,2.0000
456,41.0000,43.3200,Ses01F_script01_3_M003,calm,4.0000,2.6667,1.6667
457,47.2100,49.5100,Ses01F_script01_3_M004,calm,3.0000,3.0000,2.6667
458,54.6200,63.9000,Ses01F_script01_3_M005,calm,4.0000,2.6667,2.3333
459,67.6792,69.8648,Ses01F_script01_3_M006,uncalm,3.3333,1.6667,1.6667
460,78.0800,87.2500,Ses01F_script01_3_M007,uncalm,3.0000,3.0000,2.0000
461,98.0700,105.5800,Ses01F_script01_3_M008,calm,4.6667,3.6667,2.6667
462,106.5092,114.9575,Ses01F_script01_3_M009,calm,4.6667,4.0000,2.3333
463,115.2878,126.5450,Ses01F_script01_3_M010,calm,4.3333,4.0000,2.6667
464,126.6800,137.2162,Ses01F_script01_3_M011,uncalm,3.0000,3.3333,3.0000
465,142.9100,147.3790,Ses01F_script01_3_M012,uncalm,2.6667,2.6667,3.0000
466,151.0300,153.5714,Ses01F_script01_3_M013,uncalm,2.0000,2.3333,2.0000
467,156.3033,159.5400,Ses01F_script01_3_M014,uncalm,4.3333,3.3333,2.3333
468,160.7000,163.6600,Ses01F_script01_3_M015,calm,4.0000,4.0000,3.3333
469,171.7200,173.6000,Ses01F_script01_3_M016,calm,4.0000,3.3333,2.3333
470,173.6700,175.7325,Ses01F_script01_3_M017,calm,4.0000,3.0000,3.3333
471,180.2600,186.3491,Ses01F_script01_3_M018,uncalm,5.0000,4.3333,3.6667
472,191.1025,196.7400,Ses01F_script01_3_M019,calm,4.3333,3.3333,3.6667
473,199.1000,201.4000,Ses01F_script01_3_M020,calm,4.0000,3.6667,2.3333
474,216.4800,220.0400,Ses01F_script01_3_M021,uncalm,2.6667,2.6667,2.6667
475,222.6800,225.5000,Ses01F_script01_3_M022,uncalm,3.0000,2.0000,2.0000
476,232.7248,240.3000,Ses01F_script01_3_M023,uncalm,2.3333,3.0000,2.3333
477,243.8300,247.5200,Ses01F_script01_3_M024,uncalm,2.3333,3.0000,2.3333
478,251.5000,259.7300,Ses01F_script01_3_M025,uncalm,2.6667,3.0000,2.3333
479,261.7500,264.9617,Ses01F_script01_3_M026,uncalm,2.0000,1.6667,2.3333
480,268.5600,270.7875,Ses01F_script01_3_M027,uncalm,2.3333,1.6667,2.6667
481,272.4400,283.5024,Ses01F_script01_3_M028,uncalm,1.6667,3.3333,3.6667
482,283.7300,304.5800,Ses01F_script01_3_M029,uncalm,2.3333,2.3333,2.6667
483,304.7751,319.9900,Ses01F_script01_3_M030,uncalm,2.0000,2.3333,3.6667
484,320.9000,344.4800,Ses01F_script01_3_M031,uncalm,2.0000,2.6667,3.6667
485,345.9000,359.2200,Ses01F_script01_3_M032,uncalm,2.0000,3.0000,3.3333
486,360.2517,378.3500,Ses01F_script01_3_M033,uncalm,1.6667,3.3333,3.3333
487,378.4700,383.6500,Ses01F_script01_3_M034,uncalm,1.6667,3.0000,3.3333
488,384.5200,400.6480,Ses01F_script01_3_M035,uncalm,2.3333,3.6667,3.6667
489,401.9100,412.5900,Ses01F_script01_3_M036,uncalm,2.0000,2.6667,2.3333
490,419.4437,422.5035,Ses01F_script01_3_M037,calm,2.3333,2.3333,2.3333
491,451.0400,460.2800,Ses01F_script01_3_M038,uncalm,4.0000,3.0000,3.0000
492,5.5300,7.7000,Ses01F_script03_1_F000,uncalm,2.0000,3.5000,1.0000
493,8.7400,15.2000,Ses01F_script03_1_F001,uncalm,2.5000,3.5000,2.0000
494,17.2000,22.7100,Ses01F_script03_1_F002,uncalm,2.5000,3.5000,1.0000
495,24.4700,27.4400,Ses01F_script03_1_F003,uncalm,4.0000,2.0000,2.5000
496,28.9600,32.9400,Ses01F_script03_1_F004,uncalm,4.0000,2.5000,2.5000
497,41.1700,47.6400,Ses01F_script03_1_F005,calm,4.0000,4.0000,2.5000
498,51.2835,53.8175,Ses01F_script03_1_F006,uncalm,4.0000,3.0000,2.5000
499,54.6100,56.8000,Ses01F_script03_1_F007,uncalm,4.0000,3.0000,2.5000
500,63.4100,67.4075,Ses01F_script03_1_F008,uncalm,2.5000,2.0000,2.0000
501,68.7000,71.8100,Ses01F_script03_1_F009,uncalm,2.5000,3.0000,2.5000
502,74.6500,77.1800,Ses01F_script03_1_F010,calm,3.5000,3.5000,2.5000
503,84.4700,88.2600,Ses01F_script03_1_F011,calm,4.0000,3.5000,2.5000
504,92.1400,93.6600,Ses01F_script03_1_F012,uncalm,3.5000,2.0000,2.0000
505,105.9400,109.3900,Ses01F_script03_1_F013,uncalm,4.0000,2.5000,2.5000
506,112.4000,118.3800,Ses01F_script03_1_F014,uncalm,4.0000,2.0000,2.5000
507,120.0800,122.4300,Ses01F_script03_1_F015,uncalm,4.0000,2.0000,2.0000
508,126.1000,128.9675,Ses01F_script03_1_F016,uncalm,4.0000,2.0000,2.5000
509,131.8800,136.8000,Ses01F_script03_1_F017,uncalm,3.0000,3.0000,2.0000
510,139.9400,142.6900,Ses01F_script03_1_F018,uncalm,2.5000,3.5000,2.0000
511,149.9500,153.0800,Ses01F_script03_1_F019,uncalm,4.0000,2.5000,2.5000
512,165.1525,169.7325,Ses01F_script03_1_F020,calm,4.0000,4.0000,2.5000
513,174.8825,178.8500,Ses01F_script03_1_F021,calm,4.0000,3.0000,3.0000
514,194.8500,204.0100,Ses01F_script03_1_F022,calm,4.0000,3.5000,3.0000
515,208.8925,211.4200,Ses01F_script03_1_F023,uncalm,3.5000,2.0000,2.5000
516,215.2800,220.3500,Ses01F_script03_1_F024,uncalm,5.0000,4.5000,2.5000
517,221.1200,226.8700,Ses01F_script03_1_F025,uncalm,4.0000,3.5000,2.5000
518,228.3700,231.0700,Ses01F_script03_1_F026,uncalm,3.5000,2.0000,2.5000
519,237.4000,242.2600,Ses01F_script03_1_F027,uncalm,3.5000,3.5000,2.5000
520,244.0875,248.0700,Ses01F_script03_1_F028,uncalm,3.5000,2.5000,2.0000
521,250.2200,262.4300,Ses01F_script03_1_F029,calm,4.0000,4.0000,2.5000
522,262.4600,269.6400,Ses01F_script03_1_F030,calm,4.0000,3.0000,2.5000
523,275.9100,279.9900,Ses01F_script03_1_F031,uncalm,3.0000,3.0000,2.5000
524,4.2888,6.1800,Ses01F_script03_1_M000,uncalm,2.5000,4.0000,1.0000
525,7.2900,9.1800,Ses01F_script03_1_M001,uncalm,2.5000,3.5000,1.0000
526,14.6400,17.4300,Ses01F_script03_1_M002,uncalm,2.5000,3.0000,1.0000
527,19.8475,21.2900,Ses01F_script03_1_M003,uncalm,2.5000,3.5000,1.5000
528,22.1600,24.9500,Ses01F_script03_1_M004,uncalm,2.5000,3.5000,1.5000
529,26.8600,29.5200,Ses01F_script03_1_M005,uncalm,4.0000,3.0000,2.0000
530,33.9200,39.3100,Ses01F_script03_1_M006,uncalm,3.0000,3.0000,1.5000
531,39.5000,45.7750,Ses01F_script03_1_M007,calm,4.5000,3.5000,2.5000
532,46.7200,51.9842,Ses01F_script03_1_M008,calm,4.0000,3.0000,2.0000
533,53.2800,55.3300,Ses01F_script03_1_M009,calm,4.0000,2.5000,2.5000
534,56.3700,64.4300,Ses01F_script03_1_M010,calm,4.0000,3.5000,2.5000
535,66.8400,69.2900,Ses01F_script03_1_M011,uncalm,3.0000,2.5000,2.0000
536,71.0000,75.4300,Ses01F_script03_1_M012,uncalm,3.5000,2.5000,2.5000
537,76.3200,86.5180,Ses01F_script03_1_M013,calm,4.0000,3.5000,2.5000
538,87.7600,92.5700,Ses01F_script03_1_M014,uncalm,4.0000,3.0000,3.0000
539,93.2300,100.1600,Ses01F_script03_1_M015,uncalm,3.5000,3.5000,2.5000
540,100.1950,106.5500,Ses01F_script03_1_M016,uncalm,3.5000,3.0000,2.5000
541,108.8700,113.0200,Ses01F_script03_1_M017,uncalm,4.0000,2.5000,2.0000
542,118.0823,120.5300,Ses01F_script03_1_M018,calm,4.0000,3.0000,2.0000
543,121.9500,127.1500,Ses01F_script03_1_M019,uncalm,3.5000,3.0000,2.5000
544,128.3800,131.7700,Ses01F_script03_1_M020,uncalm,3.5000,2.5000,2.5000
545,136.5000,140.4925,Ses01F_script03_1_M021,uncalm,4.0000,3.0000,2.5000
546,142.2400,150.9200,Ses01F_script03_1_M022,uncalm,3.5000,3.0000,2.5000
547,152.1300,155.0425,Ses01F_script03_1_M023,uncalm,3.5000,2.0000,2.5000
548,155.1150,167.7000,Ses01F_script03_1_M024,uncalm,4.5000,3.5000,3.0000
549,168.6900,176.2700,Ses01F_script03_1_M025,calm,4.0000,3.0000,2.5000
550,178.9700,195.6000,Ses01F_script03_1_M026,calm,4.0000,3.5000,2.5000
551,204.5900,210.7575,Ses01F_script03_1_M027,uncalm,4.0000,3.5000,2.0000
552,211.0300,215.8300,Ses01F_script03_1_M028,uncalm,3.5000,3.5000,2.0000
553,216.6325,218.5225,Ses01F_script03_1_M029,uncalm,3.0000,3.0000,2.5000
554,219.2200,221.8200,Ses01F_script03_1_M030,uncalm,3.0000,2.0000,2.0000
555,226.3200,228.8900,Ses01F_script03_1_M031,uncalm,3.5000,2.0000,2.0000
556,230.3700,231.9050,Ses01F_script03_1_M032,uncalm,4.0000,2.0000,2.0000
557,232.1675,238.4900,Ses01F_script03_1_M033,uncalm,3.5000,3.0000,2.5000
558,241.6000,245.8700,Ses01F_script03_1_M034,calm,4.0000,3.5000,2.5000
559,247.7400,250.7000,Ses01F_script03_1_M035,uncalm,3.5000,3.0000,1.5000
560,256.8500,262.0325,Ses01F_script03_1_M036,calm,4.0000,4.5000,2.5000
561,262.3975,267.4500,Ses01F_script03_1_M037,calm,4.0000,2.5000,2.0000
562,271.6400,276.2000,Ses01F_script03_1_M038,uncalm,3.0000,2.5000,2.5000
563,7.2688,16.6000,Ses01F_impro02_F000,uncalm,2.5000,2.0000,1.5000
564,19.8500,22.7800,Ses01F_impro02_F001,uncalm,2.0000,1.5000,1.5000
565,26.5659,32.2895,Ses01F_impro02_F002,uncalm,2.0000,1.5000,1.5000
566,32.3075,37.9600,Ses01F_impro02_F003,calm,2.0000,2.0000,2.0000
567,47.3400,53.1100,Ses01F_impro02_F004,uncalm,2.5000,2.0000,2.5000
568,58.7500,61.3100,Ses01F_impro02_F005,uncalm,2.0000,2.0000,2.5000
569,64.2550,68.4700,Ses01F_impro02_F006,calm,2.5000,2.5000,2.5000
570,72.3900,78.5700,Ses01F_impro02_F007,uncalm,2.0000,3.5000,3.0000
571,87.2031,91.0900,Ses01F_impro02_F008,uncalm,1.5000,2.0000,1.5000
572,91.5500,95.8800,Ses01F_impro02_F009,uncalm,1.5000,1.5000,2.0000
573,97.9400,102.1900,Ses01F_impro02_F010,uncalm,2.0000,1.5000,2.0000
574,107.6800,111.0153,Ses01F_impro02_F011,uncalm,2.5000,2.5000,2.5000
575,117.8300,120.8605,Ses01F_impro02_F012,uncalm,3.5000,2.0000,1.5000
576,127.8200,133.9455,Ses01F_impro02_F013,uncalm,1.5000,2.0000,2.0000
577,139.0300,146.4300,Ses01F_impro02_F014,uncalm,1.5000,2.0000,2.0000
578,151.4221,155.0100,Ses01F_impro02_F015,uncalm,2.0000,2.5000,2.5000
579,163.5400,165.7300,Ses01F_impro02_F016,calm,2.0000,1.0000,2.5000
580,169.3600,176.0150,Ses01F_impro02_F017,uncalm,3.5000,3.0000,2.5000
581,176.0800,179.1300,Ses01F_impro02_F018,calm,2.5000,2.5000,2.5000
582,182.8300,185.8894,Ses01F_impro02_F019,uncalm,2.5000,1.5000,2.0000
583,186.5800,191.1100,Ses01F_impro02_F020,uncalm,4.0000,2.0000,2.5000
584,17.6000,20.6264,Ses01F_impro02_M000,uncalm,2.0000,2.5000,2.5000
585,21.7600,27.5558,Ses01F_impro02_M001,uncalm,2.0000,2.5000,2.5000
586,38.8500,45.0900,Ses01F_impro02_M002,uncalm,2.5000,3.0000,2.5000
587,52.7100,59.0534,Ses01F_impro02_M003,uncalm,2.0000,3.0000,3.0000
588,61.7500,65.0550,Ses01F_impro02_M004,uncalm,2.0000,3.0000,2.0000
589,69.3400,74.2900,Ses01F_impro02_M005,uncalm,2.0000,3.0000,1.5000
590,80.0300,86.9900,Ses01F_impro02_M006,uncalm,2.0000,3.0000,1.5000
591,103.2700,107.1000,Ses01F_impro02_M007,uncalm,2.0000,3.0000,2.5000
592,110.5653,113.2000,Ses01F_impro02_M008,uncalm,2.5000,1.5000,2.0000
593,114.1775,117.8500,Ses01F_impro02_M009,uncalm,2.0000,1.5000,2.5000
594,120.4105,124.6300,Ses01F_impro02_M010,uncalm,2.0000,2.0000,1.5000
595,133.8800,137.1000,Ses01F_impro02_M011,uncalm,2.5000,1.5000,2.5000
596,147.0300,151.7101,Ses01F_impro02_M012,calm,2.5000,2.0000,2.0000
597,157.9800,162.7100,Ses01F_impro02_M013,uncalm,1.5000,2.0000,2.0000
598,164.8850,169.5000,Ses01F_impro02_M014,uncalm,1.5000,3.0000,1.5000
599,175.4700,176.7200,Ses01F_impro02_M015,calm,3.0000,3.0000,1.5000
600,195.1047,199.5200,Ses01F_impro02_M016,uncalm,2.0000,1.5000,2.5000
601,21.0588,23.3952,Ses01M_script02_2_F000,calm,4.0000,2.0000,2.5000
602,27.5800,29.9072,Ses01M_script02_2_F001,uncalm,3.0000,3.0000,3.0000
603,31.3400,34.3200,Ses01M_script02_2_F002,uncalm,2.5000,3.0000,2.5000
604,40.7200,43.2000,Ses01M_script02_2_F003,uncalm,2.0000,3.5000,3.0000
605,43.2300,48.3982,Ses01M_script02_2_F004,uncalm,2.5000,3.5000,3.0000
606,51.5700,53.8100,Ses01M_script02_2_F005,uncalm,2.5000,2.5000,2.5000
607,53.8600,60.2968,Ses01M_script02_2_F006,uncalm,2.5000,3.0000,2.5000
608,60.3600,65.6400,Ses01M_script02_2_F007,uncalm,2.5000,3.0000,2.5000
609,65.6900,68.7785,Ses01M_script02_2_F008,uncalm,2.5000,2.5000,2.5000
610,73.0400,76.8100,Ses01M_script02_2_F009,uncalm,2.5000,3.5000,3.0000
611,84.3550,91.7025,Ses01M_script02_2_F010,uncalm,1.5000,4.5000,4.0000
612,93.1300,98.0700,Ses01M_script02_2_F011,uncalm,1.5000,3.5000,3.0000
613,104.1425,109.0200,Ses01M_script02_2_F012,uncalm,2.0000,3.5000,3.5000
614,109.2700,113.8000,Ses01M_script02_2_F013,uncalm,1.5000,4.5000,3.5000
615,116.1300,119.3800,Ses01M_script02_2_F014,uncalm,2.0000,4.0000,3.5000
616,121.2775,125.9375,Ses01M_script02_2_F015,uncalm,2.0000,4.5000,3.5000
617,126.0225,137.5100,Ses01M_script02_2_F016,uncalm,1.5000,4.0000,4.0000
618,141.9575,145.1545,Ses01M_script02_2_F017,uncalm,2.0000,4.0000,3.5000
619,146.8400,157.2400,Ses01M_script02_2_F018,uncalm,1.5000,4.0000,2.5000
620,189.0700,197.9100,Ses01M_script02_2_F019,calm,2.0000,2.0000,2.0000
621,198.0250,208.1600,Ses01M_script02_2_F020,uncalm,2.5000,2.0000,2.0000
622,208.7300,221.1700,Ses01M_script02_2_F021,uncalm,2.5000,2.0000,2.0000
623,222.6559,232.4642,Ses01M_script02_2_F022,uncalm,3.0000,2.5000,2.5000
